stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,nitrite_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,latitude,longitude,use_of_water_in_down_stream,remark
5995,2025-07-03,Jul,18:25:00,"Kundalika river , kolad, Dist- Raigad",River,Godavari,Godavari,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,Odor Free,0.0,28.0,7,7.6,89.0,2.2,0.39,,6,140.0,1.8(BDL),3.13,5(BDL),34,7.5,8.0,1.5(BDL),0.4,36.0,18.0,18.0,5(BDL),5(BDL),76.0,67.0,10(BDL),0.38,0.5(BDL),1(BDL),0.2(BDL),18.411402,73.2122,,Dry river
2165,2025-07-07,Jul,11:30:00,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea, Gate Way of India, Gate Way of India,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.3,8.5,26910.0,10,1.5,,84,430.0,1.8(BDL),10.3,5(BDL),110,10973.9,104.0,2.24,0.4,3480.0,620.0,2860.0,667,6356,22875.0,20128.0,62,0.2(BDL),0.92,336,0.49,18°55.348,72°50.081,,Dry river
2166,2025-07-07,Jul,12:30:00,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Churni Road,Churni Road,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.5,8.1,26770.0,9,1.5,,94,540.0,1.8(BDL),10.26,5(BDL),130,10369.83,76.0,3.36,0.4,3320.0,640.0,2680.0,1436,6256,22754.0,20023.0,65,0.26,1,352,0.47,18°56.977,72°49.127,,Dry river
2167,2025-07-07,Jul,14:30:00,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Worli Seaface,Worli Seaface,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.4,7.9,26790.0,9,1.44,,110,540.0,1.8(BDL),10.4,5(BDL),102,11376.61,64.0,3.36,0.4,3400.0,740.0,2660.0,1724,6537,24775.0,22102.0,71,0.2(BDL),1.14,378,0.49,18°59.820,72°48.722,,Dry river
1318,2025-07-08,Jul,08:00:00,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,Mahim Creek,Mahim Creek,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5,8.0,24200.0,8,1.74,,210,1600.0,1.8(BDL),10.09,5(BDL),144,10470.51,56.0,2.24,0.4,3180.0,620.0,2560.0,1349.5,6355,22570.0,19104.0,45,0.2(BDL),1.17,348,0.46,19° 02,72° 48,,Dry river
2811,2025-07-08,Jul,09:00:00,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Shivaji Park ,Shivaji Park ,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4,7.9,24250.0,16,1.73,,94,540.0,1.8(BDL),10.01,5(BDL),162,9665.09,112.0,3.36,0.4,3240.0,680.0,2560.0,1330.5,6462,22612.0,20139.0,64,0.32,1.35,321.5,0.51,19° 01.570,72° 50.069,,Dry river
2810,2025-07-07,Jul,13:30:00,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Haji Ali,Haji Ali,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,8.0,26820.0,12,1.44,,94,920.0,1.8(BDL),10.23,5(BDL),116,10470.51,68.0,4.48,0.4,3460.0,640.0,2820.0,1472,6828,23678.0,20956.0,58,0.34,1.34,342.5,0.53,18° 58.722,72° 48.685,,Dry river
2809,2025-07-07,Jul,13:00:00,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea, Malabar Hill, Malabar Hill,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.2,8.1,26830.0,15,1.33,,84,540.0,1.8(BDL),10.51,5(BDL),110,11275.94,92.0,3.36,0.4,3220.0,680.0,2540.0,1532,7309,24805.0,21068.0,61,0.36,1.26,335,0.54,18° 57.176,72° 48.400,,Dry river
1317,2025-07-08,Jul,08:00:00,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek, Eliphanta Island, Eliphanta Island,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4,8.1,28640.0,14,1.42,,46,540.0,1.8(BDL),10.28,5(BDL),102,14598.31,96.0,3.36,0.4,3440.0,660.0,2780.0,1037.5,7075,27132.0,23876.0,59,0.35,1.45,382.4,0.52,18° 57,72° 57,,Dry river
2808,2025-07-07,Jul,12:00:00,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Narimen Point,Narimen Point,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4,8.1,26790.0,16,1.41,,79,540.0,1.8(BDL),10.36,5(BDL),116,11577.97,108.0,2.24,0.4,3360.0,640.0,2720.0,1364,7676,24786.0,21680.0,65,0.26,1.24,315.8,0.49,18° 55.534,72° 49.108,,Dry river
2168,2025-07-08,Jul,16:00:00,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,Mithi River,Mithi River,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,0,7.3,711.0,50,1.45,,940,2800.0,170,10.3,5(BDL),210,99.97,72.0,6.72,2.82,154.0,102.0,52.0,44.56,40.17,652.0,595.0,38,0.48,0.5(BDL),14.66,0.29,19°03.095,72°50.907,,Dry river
2169,2025-07-08,Jul,16:00:00,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Versova Beach,Versova Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Brown,Odor Free,0.0,28.0,4.4,7.9,36130.0,14,1.27,,94,540.0,1.8(BDL),11.98,5(BDL),150,15995.04,216.0,7.84,3.01,4760.0,680.0,4080.0,1886,7332,33581.0,29419.950000000008,80,0.28,0.84,501.6,0.69,19°08.321,72°48.349,,Dry river
2812,2025-07-08,Jul,16:00:00,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Juhu  Beach,Juhu  Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Brown,Odor Free,0.0,28.0,4.8,8.6,36070.0,9,1.27,,110,430.0,1.8(BDL),10.75,5(BDL),128,14695.44,88.0,7.84,0.4,4680.0,720.0,3960.0,2011.5,8642,33713.30000000001,29419.950000000008,70,0.21,0.94,393.4,0.68,19° 05.795,72° 49.564,,Dry river
2782,2025-07-08,Jul,12:35:00,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,Rabodi,Rabodi,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,1.2,7.4,540.0,36,1.57,,110,920.0,1.8(BDL),12.38,5(BDL),152,47.32,52.0,7.84,4.4,154.0,104.0,50.0,38.92,43.84,492.0,434.0,35,0.2(BDL),0.5(BDL),9.84,0.2(BDL),19° 12.081,72° 59.173,,Dry river
2783,2025-07-08,Jul,12:15:00,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,Colour Chem ,Colour Chem ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,0.3(BDL),7.4,540.0,46,1.57,,140,1600.0,1.8(BDL),9.27,5(BDL),222,45.31,56.0,7.28,4.22,152.0,100.0,52.0,33.23,36.52,496.0,445.0,21,0.21,0.5(BDL),9.43,0.2(BDL),19° 12.957,72° 59.153,,Dry river
2784,2025-07-08,Jul,11:50:00,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,Sandoz ,Sandoz ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,0.3(BDL),7.4,527.0,46,1.57,,170,1600.0,1.8(BDL),8.5,5(BDL),206,44.3,68.0,7.84,4.44,152.0,98.0,54.0,29.76,36.17,481.0,428.0,18,0.2(BDL),0.5(BDL),8.3,0.2(BDL),19° 14.219,72° 59.844,,Dry river
2792,2025-07-08,Jul,13:40:00,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,6.5,7.6,187.0,4.8,1.1,,94,430.0,1.8(BDL),9.97,5(BDL),20(BDL),20.64,20.0,2.24,0.4,60.0,32.0,28.0,16.35,12.25,159.0,140.0,30,0.2(BDL),0.5(BDL),2.06,0.2(BDL),19° 12.573,73° 01.068,,Dry river
2793,2025-07-08,Jul,13:10:00,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,Thane ,Thane ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,6.4,7.7,186.0,4.8,1.17,,94,540.0,1.8(BDL),9.55,5(BDL),68,19.63,20.0,2.24,0.4,62.0,32.0,30.0,19.06,12.33,164.0,142.0,27,0.2(BDL),0.5(BDL),9.96,0.2(BDL),19° 11.736,72° 59.152,,Dry river
2794,2025-07-08,Jul,11:20:00,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,6.4,7.6,186.0,5,1.22,,46,280.0,1.8(BDL),10.2,5(BDL),60,20.64,20.0,7.84,4.77,58.0,32.0,26.0,10.59,12.86,169.0,153.0,39,0.26,0.5(BDL),1.46,0.2(BDL),19° 14.723,72° 59.856,,Dry river
2795,2025-07-08,Jul,11:00:00,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.4,7.6,189.0,5,1.27,,39,210.0,1.8(BDL),9.87,5(BDL),96,20.14,36.0,2.24,0.4,64.0,30.0,34.0,11.75,12.57,162.0,143.0,31,0.27,0.5(BDL),1.38,0.2(BDL),19° 17.229,72° 56.310,,Dry river
1316,2025-07-09,Jul,12:30:00,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Creek,Bassein ,Bassein ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.0,4.8,7.8,9157.0,11,0.88,,94,430.0,1.8(BDL),21,5(BDL),82,2391.1,72.0,2.24,0.4,1020.0,190.0,830.0,480.2,2254,7783.0,6849.0,65,0.26,0.76,84.4,0.23,19° 18,72° 46,,Dry river
2696,2025-07-09,Jul,15:00:00,"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Dam,Pehlar,Pehlar ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,7,7.9,1265.0,2.6,0.59,,1.8(BDL),84.0,1.8(BDL),7.31,5(BDL),60,11.07,28.0,2.24,0.4,50.0,28.0,22.0,5.38,7.03,111.0,98.0,10(BDL),0.26,0.5(BDL),1(BDL),0.2(BDL),19° 26.601,72° 53.374,,Dry river
2796,2025-07-09,Jul,16:05:00,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5.8,7.6,9979.0,6,0.94,,47,430.0,1.8(BDL),14.5,5(BDL),96,1711.53,56.0,3.36,0.4,1140.0,200.0,940.0,480.2,1668,8480.0,7464.0,56,0.21,0.81,68.12,0.22,19° 17.225,72° 54.337,,Dry river
2797,2025-07-09,Jul,11:45:00,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Creek,Bhayander ,Bhayander ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,4.6,7.8,10170.0,10,0.93,,79,240.0,1.8(BDL),27.1,5(BDL),104,3121.02,96.0,2.24,0.4,1180.0,200.0,980.0,508.8,3050,8950.0,7876.0,56,0.37,0.9,93.48,0.26,19° 19.042,72° 51.409,,Dry river
2805,2025-07-09,Jul,13:30:00,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Sea,Arnala ,Arnala ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,8.0,25800.0,10,1.38,,110,540.0,1.8(BDL),32,5(BDL),148,10973.9,112.0,3.36,0.4,3360.0,520.0,2840.0,1482.5,6266,24720.0,21753.0,72,0.3,1.5,302,0.51,19° 26.951,72° 44.950,,Dry river
2806,2025-07-09,Jul,11:00:00,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Sea,Uttan ,Uttan ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,4.1,8.0,25560.0,10,1.46,,79,430.0,1.8(BDL),59.3,5(BDL),178,10369.83,124.0,2.24,0.4,3240.0,560.0,2680.0,1483,6285,24170.0,21270.0,90,0.39,1.46,353.1,0.48,19° 16.822,72° 47.007,,Dry river
2798,2025-07-03,Jul,11:10:00,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Creek,Kharekuran Murbe ,Kharekuran Murbe ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,4.4,7.9,35160.0,14,1.55,,46,350.0,1.8(BDL),27.8,5(BDL),98,12596.09,220.0,3.36,0.4,4480.0,720.0,3760.0,1427.5,8701,32286.0,28576.0,28,0.32,1.03,310.9,0.58,19° 44.446,72° 42.604,,Dry river
2799,2025-07-03,Jul,10:05:00,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Creek,Dandi ,Dandi ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,4.2,8.0,35110.0,16,1.71,,47,540.0,1.8(BDL),28,5(BDL),104,17394.61,208.0,3.36,0.4,4520.0,800.0,3720.0,1729,9920,33713.30000000001,29419.950000000008,24,0.37,1.05,308.7,0.59,19° 48.041,72° 41.255,,Dry river
2800,2025-07-03,Jul,11:30:00,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Creek,Sarwali ,Sarwali ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Green,Odor Free,0.0,26.0,4.3,7.9,12980.0,14,1.59,,63,540.0,1.8(BDL),4.81,5(BDL),152,4102.63,168.0,3.36,0.4,1460.0,360.0,1100.0,605,2468,11910.0,10492.0,10(BDL),0.37,0.6,41.7,0.4,19° 46.201,72° 45.091,,Dry river
2807,2025-07-03,Jul,10:20:00,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Sea,Navapur ,Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,4,7.8,33950.0,16,2.03,,70,540.0,1.8(BDL),27.3,5(BDL),112,13695.75,224.0,4.48,0.4,4240.0,800.0,3440.0,1623.5,8985,31896.0,29168.0,30,0.3,1.05,185.2,0.64,19° 47.568,72° 41.437,,Dry river
2785,2025-07-03,Jul,10:40:00,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",Nala,BPT Navapur ,BPT Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Blackish,Odor Free,0.0,26.0,0.3(BDL),7.3,5945.0,80,6.95,,39,280.0,1.8(BDL),8.33,5(BDL),314,1208.14,236.0,33.6,12.43600000000005,332.0,218.0,114.0,568.8,999,5574.0,4932.0,26,0.39,0.65,22.5,0.48,19° 47.215,72° 41.404,,Dry river
2786,2025-07-03,Jul,11:45:00,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,1.2,7.165,1040.0,34,7.16,,32,280.0,1.8(BDL),12.2,5(BDL),60,221.49,64.0,12.32,0.4,362.0,262.0,100.0,102.44,86.43,958.0,854.0,18,0.32,0.5(BDL),2.8,0.54,19° 47.138,72° 44.412,,Dry river
2787,2025-07-03,Jul,11:55:00,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Pale Yellow,Odor Free,0.0,26.0,0.3(BDL),7.3,1514.0,56,7.3,,26,210.0,1.8(BDL),33,5(BDL),220,193.3,108.0,35.28,12.43600000000005,396.0,266.0,130.0,287,131.62,1405.0,1249.0,28,0.32,0.5(BDL),5.6,0.31,19° 48.336,72° 43.464,,Dry river
2788,2025-07-03,Jul,12:10:00,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Green,Odor Free,0.0,26.0,0.3(BDL),7.9,1910.0,55,0.93,,33,280.0,1.8(BDL),8.76,5(BDL),212,387.61,148.0,22.4,12.43600000000005,392.0,288.0,104.0,254.7,350,1782.0,1585.0,20,0.4,0.64,8.4,0.63,19° 46.933,72° 43.309,,Dry river
2706,2025-07-03,Jul,10:00:00,"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,7.2,7.8,130.0,2.4,0.3(BDL),,4,46.0,1.8(BDL),1(BDL),5(BDL),46,8.56,24.0,1.5(BDL),0.4,54.0,44.0,10.0,11.55,6.81,110.0,97.0,10(BDL),0.23,0.5(BDL),1(BDL),0.2(BDL),19° 55.064,72° 03.463,,Dry river
2707,2025-07-03,Jul,12:00:00,"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,7,7.7,130.0,2.6,0.67,,1.8(BDL),58.0,1.8(BDL),5.47,5(BDL),48,14.09,32.0,1.5(BDL),0.4,76.0,36.0,40.0,5(BDL),5(BDL),111.0,97.0,14,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),19° 47.134,72° 50.362,,Dry river
2708,2025-07-03,Jul,12:45:00,"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,6.9,7.8,145.0,2.8,0.81,,6,38.0,1.8(BDL),7.35,5(BDL),50,14.6,40.0,2.24,0.4,84.0,36.0,48.0,5.8,8.56,123.0,108.0,16,0.23,0.5(BDL),1(BDL),0.2(BDL),19° 41.862,72° 51.060,,Dry river
2801,2025-07-03,Jul,13:30:00,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,Savta ,Savta ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,4.8,8.1,1738.0,5,0.57,,48,210.0,1.8(BDL),19.9,5(BDL),106,458.08,20.0,1.5(BDL),0.4,234.0,110.0,124.0,37.65,356.3,1554.0,1367.0,24,0.2(BDL),0.5(BDL),17.85,0.2(BDL),19° 57.905,72° 46.792,,Dry river
2802,2025-07-03,Jul,11:00:00,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,Dahanu ,Dahanu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,Odor Free,0.0,26.0,5.4,8.1,1430.0,5.2,0.84,,110,280.0,1.8(BDL),26.1,5(BDL),104,387.61,28.0,2.24,0.4,200.0,100.0,100.0,73.56,186.58,1306.0,1159.0,30,0.24,0.5(BDL),14.7,0.2(BDL),19° 58.312,72° 43.132,,Dry river
1092,2025-07-03,Jul,02:02:00,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,Kalu ,Kalu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,5.0,28.0,6.6,7.9,126.0,3.4,1.14,,40,430.0,20,21.3,5(BDL),48,8.05,8.0,2.24,0.4,60.0,34.0,26.0,6.11,5(BDL),115.0,102.0,20,0.38,0.5(BDL),1(BDL),0.2(BDL),19° 27,73° 10,,Dry river
2791,2025-07-03,Jul,03:11:00,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,5.0,27.0,6.4,7.6,189.0,4.8,1.53,,170,920.0,1.8(BDL),4.47,5(BDL),64,13.59,12.0,2.24,0.4,74.0,58.0,16.0,13.57,8.69,160.0,142.0,16,0.21,0.5(BDL),2.88,0.2(BDL),19° 15.71,73° 07.043,,Dry river
1093,2025-07-02,Jul,12:10:00,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,28.0,7.1,7.6,157.0,2.4,0.71,,1.8(BDL),130.0,1.8(BDL),1.32,5(BDL),58,9.0,16.0,1.5(BDL),0.4,62.0,32.0,30.0,5(BDL),5.61,133.0,118.0,10(BDL),0.22,0.5(BDL),1(BDL),0.2(BDL),19° 15,73° 15,,Dry river
2162,2025-07-02,Jul,13:25:00,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,30.0,7,7.6,153.0,2.6,0.58,,1.8(BDL),84.0,1.8(BDL),1.26,5(BDL),60,9.5,20.0,1.5(BDL),0.4,58.0,34.0,24.0,5.64,6.07,130.0,116.0,12,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),19°12.012,73°13.612,,Dry river
